id,word_vocalized,word_clean,transliteration,root,pos,semantic_intent,fusha_equivalent,definition,region,synonyms,phonetic_variants,note,source,examples,proverbs,tags,searchable_text
435,سُلَيْمُود,سليمود,slymwd,سلمد,Noun,object,بطانية صوف ثقيلة,لحاف أو غطاء ثقيل مصنوع من الصوف، يستخدم للتدفئة الشديدة في فصل الشتاء.,general,"[""بطانية""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 68,"[{""f"": ""البرد شديد اليوم، استخرج بطانية الصوف الثقيلة."", ""h"": ""البرد قوي اليوم، طلع السليمود.""}]",[],"[""home"", ""daily life"", ""sleep""]","الكلمة: سُلَيْمُود (سليمود)
الجذر: سلمد
الفصحى: بطانية صوف ثقيلة
المعنى: لحاف أو غطاء ثقيل مصنوع من الصوف، يستخدم للتدفئة الشديدة في فصل الشتاء.
المرادفات: بطانية
مثال: البرد قوي اليوم، طلع السليمود.
الوسوم: home، daily life، sleep"
436,اسْتَوْعَدُوا,استوعدوا,astw3dwa,وعد,Verb,person,حددوا موعد العرس,الاتفاق النهائي بين أهل العريس وأهل العروس على تاريخ محدد لإقامة حفل الزفاف.,general,"[""وعدوا""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 68,"[{""f"": ""لقد حددوا موعد العرس، سيكون في الشهر القادم."", ""h"": ""استوعدوا الجماعة، العرس الشهر الجاي.""}]",[],"[""social customs"", ""marriage"", ""agreement""]","الكلمة: اسْتَوْعَدُوا (استوعدوا)
الجذر: وعد
الفصحى: حددوا موعد العرس
المعنى: الاتفاق النهائي بين أهل العريس وأهل العروس على تاريخ محدد لإقامة حفل الزفاف.
المرادفات: وعدوا
مثال: استوعدوا الجماعة، العرس الشهر الجاي.
الوسوم: social customs، marriage، agreement"
437,سَارِيَة,سارية,saryh,سرى,Noun,object,عمود خشبي داعم,عمود من خشب شجر 'الحمر' يوضع في وسط الغرف الكبيرة أو المساجد لدعم السقف.,general,"[""عمود""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 68,"[{""f"": ""المسجد القديم يحتوي على أعمدة خشبية كثيرة."", ""h"": ""المسجد القديم فيه سواري كثيرة.""}]",[],"[""construction"", ""wood""]","الكلمة: سَارِيَة (سارية)
الجذر: سرى
الفصحى: عمود خشبي داعم
المعنى: عمود من خشب شجر 'الحمر' يوضع في وسط الغرف الكبيرة أو المساجد لدعم السقف.
المرادفات: عمود
مثال: المسجد القديم فيه سواري كثيرة.
الوسوم: construction، wood"
438,السَّبْخَة,السبخة,alsbkhh,سبخ,Noun,object,أرض ملحية,الأرض التي ترتفع فيها نسبة الملوحة ولا تصلح للزراعة وتكون هشة.,general,[],[],كلمة فصحى مستخدمة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 69,"[{""f"": ""لا تبنِ في الأرض الملحية، فالتربة لا تتحمل البناء."", ""h"": ""لا تبني في السبخة، الأرض ما تتحمل.""}]",[],"[""nature"", ""agriculture"", ""salty""]","الكلمة: السَّبْخَة (السبخة)
الجذر: سبخ
الفصحى: أرض ملحية
المعنى: الأرض التي ترتفع فيها نسبة الملوحة ولا تصلح للزراعة وتكون هشة.
مثال: لا تبني في السبخة، الأرض ما تتحمل.
الوسوم: nature، agriculture، salty
ملاحظة: كلمة فصحى مستخدمة."
439,الأَسْبَال,الاسبال,alasbal,سبل,Noun,time,خيوط المطر الهاطلة,منظر المطر وهو ينهمر من بعيد على شكل خطوط متصلة تشبه الأهداب.,general,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 69,"[{""f"": ""انظر إلى خيوط المطر هناك، الهطول شديد في الجبل."", ""h"": ""شوف الأسبال هناك، المطر قوي في الجبل.""}]",[],"[""nature"", ""weather"", ""rain""]","الكلمة: الأَسْبَال (الاسبال)
الجذر: سبل
الفصحى: خيوط المطر الهاطلة
المعنى: منظر المطر وهو ينهمر من بعيد على شكل خطوط متصلة تشبه الأهداب.
مثال: شوف الأسبال هناك، المطر قوي في الجبل.
الوسوم: nature، weather، rain"
440,سِرْوَال الهِنْقِس,سروال الهنقس,srwal alhnqs,هنقس,Noun,object,سروال داخلي قصير,سروال قطني ضيق يلبس تحت الثياب (كلسون).,general,"[""كلسون""]",[],تسمية محلية قديمة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 69,"[{""f"": ""اشتريت طقم قميص داخلي وسروال قصير ضيق."", ""h"": ""اشتريت طقم فنيلة وسروال هنقس.""}]",[],"[""clothing"", ""inner""]","الكلمة: سِرْوَال الهِنْقِس (سروال الهنقس)
الجذر: هنقس
الفصحى: سروال داخلي قصير
المعنى: سروال قطني ضيق يلبس تحت الثياب (كلسون).
المرادفات: كلسون
مثال: اشتريت طقم فنيلة وسروال هنقس.
الوسوم: clothing، inner
ملاحظة: تسمية محلية قديمة."
441,السَّلَّة,السلة,alslh,سلل,Noun,person,زفة النساء للعروس,موكب زفاف العروس من بيت أهلها إلى بيت عريسها بمرافقة الغناء والطبول والزغاريد.,general,"[""زفة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 69,"[{""f"": ""بدأ موكب زفاف العروس في وقت المغرب."", ""h"": ""بدأت السلة المغرب.""}]",[],"[""social customs"", ""marriage"", ""wedding""]","الكلمة: السَّلَّة (السلة)
الجذر: سلل
الفصحى: زفة النساء للعروس
المعنى: موكب زفاف العروس من بيت أهلها إلى بيت عريسها بمرافقة الغناء والطبول والزغاريد.
المرادفات: زفة
مثال: بدأت السلة المغرب.
الوسوم: social customs، marriage، wedding"
442,سِرِيعِ,سريعي,sry3,سرع,Noun,object,نوع من التمر,نوع فاخر من أنواع التمور في حضرموت، يشتهر بجودته وطعمه.,general,[],[],بشد السين والياء,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 69,"[{""f"": ""ما أجمل مذاق هذا النوع من التمر."", ""h"": ""يا محسن طعم السريع.""}]",[],"[""food"", ""agriculture"", ""tamarind""]","الكلمة: سِرِيعِ (سريعي)
الجذر: سرع
الفصحى: نوع من التمر
المعنى: نوع فاخر من أنواع التمور في حضرموت، يشتهر بجودته وطعمه.
مثال: يا محسن طعم السريع.
الوسوم: food، agriculture، tamarind
ملاحظة: بشد السين والياء"
443,السُّتْرَة,السترة,alstrh,ستر,Noun,object,جدار,جدار قصير يحيط المنزل أو الشرفة لستر من بداخله ومنع السقوط.,general,"[""حوش"", ""جدار""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 69,"[{""f"": ""طولوا الجدار ."", ""h"": ""طولوا السترة.""}]","[""البياض في الستر""]","[""construction"", ""wall""]","الكلمة: السُّتْرَة (السترة)
الجذر: ستر
الفصحى: جدار
المعنى: جدار قصير يحيط المنزل أو الشرفة لستر من بداخله ومنع السقوط.
المرادفات: حوش، جدار
مثال: طولوا السترة.
الوسوم: construction، wall"
444,السِّنْكَر,السنكر,alsnkr,سنكر,Noun,object,السكر,المادة المحلاة (السكر)، بلهجة بعض المناطق الحضرمية.,general,"[""سكر""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 69,"[{""f"": ""ضع لنا سكراً في الشاي."", ""h"": ""حط لنا سنكر في الشاهي.""}]",[],"[""food"", ""sugar""]","الكلمة: السِّنْكَر (السنكر)
الجذر: سنكر
الفصحى: السكر
المعنى: المادة المحلاة (السكر)، بلهجة بعض المناطق الحضرمية.
المرادفات: سكر
مثال: حط لنا سنكر في الشاهي.
الوسوم: food، sugar"
445,السحسوح,السحسوح,alsHswH,سحسو,Noun,object,منحدر صلب وجامد,أرضية ملساء ومنحدرة، تستخدم لتصريف الماء أو كمزلقة في المطابخ التقليدية.,general,"[""سحيحة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 70,"[{""f"": ""اسكب الماء في المنحدر المخصص للتصريف."", ""h"": ""صب الماء في السحسوح.""}]",[],"[""construction"", ""floor""]","الكلمة: السحسوح
الجذر: سحسو
الفصحى: منحدر صلب وجامد
المعنى: أرضية ملساء ومنحدرة، تستخدم لتصريف الماء أو كمزلقة في المطابخ التقليدية.
المرادفات: سحيحة
مثال: صب الماء في السحسوح.
الوسوم: construction، floor"
446,سِتّه,سته,sth,ستت,Noun,object,الأستاذة / المعلمة,لقب يطلق لتبجيل المعلمة أو الأستاذة في المدرسة.,general,"[""أبلة"", ""أستاذة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 70,"[{""f"": ""أخبرتنا المعلمة أن نكتب الواجب."", ""h"": ""قالت لنا الستة نكتب الواجب.""}]",[],"[""daily life"", ""education"", ""teacher""]","الكلمة: سِتّه (سته)
الجذر: ستت
الفصحى: الأستاذة / المعلمة
المعنى: لقب يطلق لتبجيل المعلمة أو الأستاذة في المدرسة.
المرادفات: أبلة، أستاذة
مثال: قالت لنا الستة نكتب الواجب.
الوسوم: daily life، education، teacher"
447,سِقِل,سقل,sql,سقل,Noun,person,الأطفال الصغار,كلمة تطلق على جماعة الأطفال الصغار، والمفرد 'سقلة'.,general,"[""بزارين"", ""عيال""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 70,"[{""f"": ""الأطفال يلعبون في الشارع."", ""h"": ""السقل يلعبون في الشارع.""}, {""f"": ""أهبطوا ضجيج هؤلاء الأطفال، فقد أزعجونا."", ""h"": ""سكّتوا هولا السقل، أزعجونا.""}]",[],"[""people"", ""family""]","الكلمة: سِقِل (سقل)
الجذر: سقل
الفصحى: الأطفال الصغار
المعنى: كلمة تطلق على جماعة الأطفال الصغار، والمفرد 'سقلة'.
المرادفات: بزارين، عيال
مثال: السقل يلعبون في الشارع.
الوسوم: people، family"
448,السَّلَب,السلب,alslb,سلب,Noun,object,الأحذية / الجزمات,تطلق أحياناً على الأحذية، ولها معنى آخر متعلق بالأسلحة.,general,"[""كنادر"", ""سرمي""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 70,"[{""f"": ""نظف حذاءك."", ""h"": ""نظف السلب حقك.""}]",[],"[""clothing"", ""shoe""]","الكلمة: السَّلَب (السلب)
الجذر: سلب
الفصحى: الأحذية / الجزمات
المعنى: تطلق أحياناً على الأحذية، ولها معنى آخر متعلق بالأسلحة.
المرادفات: كنادر، سرمي
مثال: نظف السلب حقك.
الوسوم: clothing، shoe"
